#chrom	start	end	strand	gene	gene_id	transcripts
chr7	132409175	132410436	-	LOC102724906	LOC102724906	1
chr7	132648793	132728769	+	FLJ40288	FLJ40288	1
chr7	132753022	132753126	+	LOC124900236	LOC124900236	1
chr7	132758969	132760632	+	LOC100506937	LOC100506937	1
chr7	132784869	133082090	-	CHCHD3	CHCHD3	5
chr7	133034528	133035940	-	LOC729998	LOC729998	1
chr7	133034859	133034915	-	MIR3654	MIR3654	1
chr7	133082828	133082932	+	RNU6-92P	RNU6-92P	1
chr7	133099070	133108511	-	LOC105375512	LOC105375512	1
chr7	133168001	133170598	-	ST13P7	ST13P7	1
chr7	133253077	134100951	+	EXOC4	EXOC4	12
chr7	133290880	133290988	+	MIR6133	MIR6133	1
chr7	133315008	133315411	-	RPS15AP23	RPS15AP23	1
chr7	133476669	133484301	-	LOC124901748	LOC124901748	1
chr7	133727119	133727759	-	COX5BP3	COX5BP3	1
chr7	133732492	133733220	-	RPS3AP27	RPS3AP27	1
chr7	133755591	133771488	+	LOC124901749	LOC124901749	1
chr7	133800492	133824888	-	LOC101928861	LOC101928861	1
chr7	134072426	134098470	-	LOC105375514	LOC105375514	3
chr7	134127339	134276685	+	LRGUK	LRGUK	12
chr7	134289331	134320338	-	SLC35B4	SLC35B4	7
chr7	134366769	134384331	+	LOC105375518	LOC105375518	1
chr7	134368736	134374351	-	LOC105375517	LOC105375517	2
chr7	134413214	134432420	-	LOC105375519	LOC105375519	3
chr7	134442349	134459239	-	AKR1B1	AKR1B1	3
chr7	134468322	134469377	+	LOC100887077	LOC100887077	1
chr7	134527566	134541412	+	AKR1B10	AKR1B10	4
chr7	134547356	134558596	-	LOC105375520	LOC105375520	11
chr7	134549109	134579869	+	AKR1B15	AKR1B15	6
chr7	134619086	134843884	-	LOC124901750	LOC124901750	4
chr7	134646852	134679816	+	BPGM	BPGM	5
chr7	134711498	134718751	+	LOC124901751	LOC124901751	1
chr7	134734941	134735080	-	TUBB3P2	TUBB3P2	1
chr7	134745466	134970729	+	CALD1	CALD1	31
chr7	134986507	135135778	+	AGBL3	AGBL3	25
chr7	135092302	135172469	-	CYREN	CYREN	18
chr7	135128438	135129889	+	RNF14P4	RNF14P4	1
chr7	135148071	135166215	+	TMEM140	TMEM140	1
chr7	135183838	135211526	-	WDR91	WDR91	8
chr7	135206993	135207078	-	MIR6509	MIR6509	1
chr7	135231914	135258663	+	STRA8	STRA8	4
chr7	135257712	135318570	-	LOC107984123	LOC107984123	2
chr7	135277216	135313561	-	SLC23A4P	SLC23A4P	1
chr7	135361794	135510102	-	CNOT4	CNOT4	16
chr7	135444439	135445740	+	SDHDP2	SDHDP2	1
chr7	135557916	135648753	+	NUP205	NUP205	2
chr7	135650460	135651552	+	LOC124901801	LOC124901801	1
chr7	135651833	135653305	+	LOC101027084	LOC101027084	1
chr7	135659987	135660668	+	RPL15P11	RPL15P11	1
chr7	135662513	135676416	+	STMP1	STMP1	1
chr7	135665598	135665702	-	RNU6-1154P	RNU6-1154P	1
chr7	135681230	135728186	-	SLC13A4	SLC13A4	5
chr7	135687010	135708596	+	LOC105375521	LOC105375521	3
chr7	135729591	135748813	-	FAM180A	FAM180A	2
chr7	135758522	135771179	+	LOC105375522	LOC105375522	3
chr7	135926759	135977359	-	MTPN	MTPN	1
chr7	135960702	135960809	+	RNU6-223P	RNU6-223P	1
chr7	135980946	136439965	+	LOC105375523	LOC105375523	10
chr7	136486038	136486565	+	ZP3P2	ZP3P2	1
chr7	136713872	136715412	+	PSMC1P3	PSMC1P3	1
chr7	136743756	136752301	-	LOC105375524	LOC105375524	1
chr7	136841092	136841196	-	LOC124901850	LOC124901850	1
chr7	136868651	137020213	+	CHRM2	CHRM2	11
chr7	136898772	137164341	-	LOC349160	LOC349160	1
chr7	136903166	136903294	+	MIR490	MIR490	1
chr7	136938267	136938711	-	KRT8P51	KRT8P51	1
chr7	137164030	137164648	+	RPL18P5	RPL18P5	1
chr7	137196673	137205399	-	LOC105375525	LOC105375525	1
chr7	137227340	137343733	-	PTN	PTN	3
chr7	137287686	137287762	+	LOC124900235	LOC124900235	1
chr7	137324576	137326027	+	LOC105375527	LOC105375527	2
chr7	137381036	137846974	-	DGKI	DGKI	9
chr7	137721967	137722886	+	RPL6P19	RPL6P19	1
chr7	137874978	138002086	-	CREB3L2	CREB3L2	3
chr7	137953347	137957966	+	CREB3L2-AS1	CREB3L2-AS1	1
chr7	138002306	138021913	+	LOC124901752	LOC124901752	3
chr7	138022471	138024446	+	LOC100128052	LOC100128052	1
chr7	138047252	138048097	+	LOC100420648	LOC100420648	1
chr7	138065008	138071847	+	LOC124901753	LOC124901753	1
chr7	138076458	138118305	+	AKR1D1	AKR1D1	4
chr7	138091253	138091315	+	RN7SKP223	RN7SKP223	1
chr7	138121087	138121191	+	LOC124901828	LOC124901828	1
chr7	138122327	138124256	+	RCC2P3	RCC2P3	1
chr7	138123757	138123821	+	MIR4468	MIR4468	1
chr7	138161772	138165485	+	LOC107986749	LOC107986749	1
chr7	138176153	138176282	+	LOC124901851	LOC124901851	1
chr7	138187997	138188129	-	LOC124900243	LOC124900243	1
chr7	138214320	138219174	-	LOC124901754	LOC124901754	1
chr7	138298060	138298507	-	RPS17P12	RPS17P12	1
chr7	138403688	138404651	-	PTMAP10	PTMAP10	1
chr7	138440572	138442940	+	IMPDH1P3	IMPDH1P3	1
chr7	138460258	138589996	+	TRIM24	TRIM24	3
chr7	138482479	138482583	-	LOC124901843	LOC124901843	1
chr7	138490542	138491373	-	RPS3AP28	RPS3AP28	1
chr7	138556789	138565703	-	LOC124901755	LOC124901755	1
chr7	138594284	138701362	-	SVOPL	SVOPL	10
chr7	138625059	138625188	-	LOC124900246	LOC124900246	1
chr7	138646096	138646490	-	RPL21P73	RPL21P73	1
chr7	138688960	138689563	+	RPL17P27	RPL17P27	1
chr7	138701625	138702200	+	UQCRFS1P2	UQCRFS1P2	1
chr7	138706293	138798196	-	ATP6V0A4	ATP6V0A4	3
chr7	138797993	138806759	+	TMEM213	TMEM213	1
chr7	138831380	138981389	-	KIAA1549	KIAA1549	2
chr7	138876358	138876465	-	RNU6-1272P	RNU6-1272P	1
chr7	139021497	139036042	-	ZC3HAV1L	ZC3HAV1L	3
chr7	139036182	139036950	+	LOC107986852	LOC107986852	1
chr7	139043514	139109720	-	ZC3HAV1	ZC3HAV1	3
chr7	139044099	139044157	-	MIR10399	MIR10399	1
chr7	139049455	139050006	-	RPL17P28	RPL17P28	1
chr7	139133777	139191986	+	TTC26	TTC26	9
chr7	139171815	139174446	-	LOC100499191	LOC100499191	1
chr7	139198439	139199180	-	FCF1P11	FCF1P11	1
chr7	139200418	139201404	+	LOC124901756	LOC124901756	1
chr7	139227470	139227859	-	RPL37AP5	RPL37AP5	1
chr7	139231236	139330428	+	UBN2	UBN2	8
chr7	139315290	139315394	-	RNU6-206P	RNU6-206P	1
chr7	139340471	139346328	+	FMC1	FMC1	4
chr7	139340471	139423454	+	LUC7L2	LUC7L2	3
chr7	139340699	139340772	+	TRR-CCT4-1	TRR-CCT4-1	1
chr7	139341336	139423454	+	FMC1-LUC7L2	FMC1-LUC7L2	1
chr7	139417461	139427526	-	LOC100129148	LOC100129148	1
chr7	139427097	139483673	-	KLRG2	KLRG2	4
chr7	139448739	139448843	+	RNU6-911P	RNU6-911P	1
chr7	139502371	139503850	+	ST13P17	ST13P17	1
chr7	139523684	139544985	+	CLEC2L	CLEC2L	3
chr7	139534193	139534961	+	ERHP1	ERHP1	1
chr7	139561569	139777998	-	HIPK2	HIPK2	13
chr7	139585532	139615553	+	LOC105375530	LOC105375530	1
chr7	139778241	140020293	+	TBXAS1	TBXAS1	12
chr7	139880056	139883924	+	LOC107986853	LOC107986853	1
chr7	139936312	139947147	+	LOC105375532	LOC105375532	1
chr7	140023748	140062951	-	PARP12	PARP12	9
chr7	140082796	140083588	+	LOC124901757	LOC124901757	1
chr7	140084745	140176983	-	KDM7A	KDM7A	3
chr7	140177260	140179640	+	KDM7A-DT	KDM7A-DT	1
chr7	140209568	140209671	-	RNU6-797P	RNU6-797P	1
chr7	140231485	140254209	+	LOC107986854	LOC107986854	1
chr7	140241869	140242032	+	RNU1-58P	RNU1-58P	1
chr7	140292555	140293538	+	PPP1R2P6	PPP1R2P6	1
chr7	140294906	140297459	-	LOC105375534	LOC105375534	1
chr7	140301282	140317242	-	LOC124901758	LOC124901758	1
chr7	140333751	140398530	-	SLC37A3	SLC37A3	17
chr7	140370440	140370545	+	RNA5SP247	RNA5SP247	1
chr7	140375562	140375666	-	LOC124901838	LOC124901838	1
chr7	140386780	140386907	-	RNA5SP248	RNA5SP248	1
chr7	140401582	140404468	-	LOC124901759	LOC124901759	1
chr7	140404057	140427974	+	RAB19	RAB19	6
chr7	140435312	140446806	-	LOC642355	LOC642355	1
chr7	140453032	140479569	-	MKRN1	MKRN1	9
chr7	140518418	140641460	-	DENND2A	DENND2A	5
chr7	140640908	140666628	+	LOC105375535	LOC105375535	1
chr7	140645828	140646126	+	RN7SL771P	RN7SL771P	1
chr7	140672944	140695110	+	ADCK2	ADCK2	3
chr7	140695335	140697077	-	NDUFB2-AS1	NDUFB2-AS1	1
chr7	140696707	140706643	+	NDUFB2	NDUFB2	1
chr7	140713327	140924929	-	BRAF	BRAF	19
chr7	140884071	140884178	+	RNU6-85P	RNU6-85P	1
chr7	140925091	140993771	+	LOC105375536	LOC105375536	1
chr7	140982025	140996752	-	LOC107986720	LOC107986720	1
chr7	140997743	140999788	-	CCT4P1	CCT4P1	1
chr7	141002609	141014952	-	MRPS33	MRPS33	2
chr7	141052248	141052409	+	RNU4-74P	RNU4-74P	1
chr7	141052593	141054600	+	LOC107986719	LOC107986719	1
chr7	141056879	141070291	+	LOC105375537	LOC105375537	1
chr7	141074063	141511296	+	TMEM178B	TMEM178B	4
chr7	141351976	141352768	+	NDUFB10P2	NDUFB10P2	1
chr7	141367134	141369243	+	LOC124901760	LOC124901760	1
chr7	141500139	141551308	-	AGK-DT	AGK-DT	5
chr7	141551409	141655244	+	AGK	AGK	4
chr7	141656727	141702166	-	DENND11	DENND11	1
chr7	141704337	141738230	-	WEE2-AS1	WEE2-AS1	1
chr7	141708352	141731271	+	WEE2	WEE2	1
chr7	141727983	141728148	+	RNU1-82P	RNU1-82P	1
chr7	141738320	141750488	+	SSBP1	SSBP1	10
chr7	141764096	141765197	+	TAS2R3	TAS2R3	1
chr7	141776673	141781691	+	TAS2R4	TAS2R4	1
chr7	141787813	141788636	+	TAS2R6P	TAS2R6P	1
chr7	141790216	141791367	+	TAS2R5	TAS2R5	1
chr7	141801314	141802059	-	MTCO1P55	MTCO1P55	1
chr7	141802469	141803487	-	MTND2P5	MTND2P5	1
chr7	141803556	141803628	+	NMTRQ-TTG2-1	NMTRQ-TTG2-1	1
chr7	141803694	141804632	-	MTND1P3	MTND1P3	1
chr7	141811909	141812257	+	MYL6P4	MYL6P4	1
chr7	141836277	141841485	-	PRSS37	PRSS37	6
chr7	141862858	141863818	+	OR9A3P	OR9A3P	1
chr7	141887147	141887936	+	OR9A1P	OR9A1P	1
chr7	141911401	141912022	+	OR9N1P	OR9N1P	1
chr7	141916398	141920625	+	OR9A4	OR9A4	1
chr7	141927356	141946974	-	CLEC5A	CLEC5A	4
chr7	141929931	141931849	+	LOC124901761	LOC124901761	1
chr7	141972630	141973773	-	TAS2R38	TAS2R38	1
chr7	141986517	142106747	+	MGAM	MGAM	13
chr7	142111717	142222324	+	MGAM2	MGAM2	6
chr7	142240736	142247067	-	MOXD2P	MOXD2P	1
chr7	142252142	142258058	-	PRSS58	PRSS58	1
chr7	142268283	142272249	-	PRSS59P	PRSS59P	1
chr7	142287247	142291610	-	PRSS3P3	PRSS3P3	1
chr7	142299010	142813287	+	TRB	TRB	1
chr7	142299010	142299460	+	TRBV1	TRBV1	1
chr7	142300997	142301432	+	TRBV2	TRBV2	1
chr7	142308588	142309048	+	TRBV3-1	TRBV3-1	1
chr7	142313212	142313666	+	TRBV4-1	TRBV4-1	1
chr7	142321074	142321544	+	TRBV5-1	TRBV5-1	1
chr7	142328353	142328786	+	TRBV6-1	TRBV6-1	1
chr7	142329907	142336719	-	LOC105375539	LOC105375539	1
chr7	142332214	142332701	+	TRBV7-1	TRBV7-1	1
chr7	142345531	142345985	+	TRBV4-2	TRBV4-2	1
chr7	142349231	142349664	+	TRBV6-3	TRBV6-3	1
chr7	142352865	142353358	+	TRBV7-2	TRBV7-2	1
chr7	142358630	142358917	+	TRBV8-1	TRBV8-1	1
chr7	142372472	142372913	+	TRBV5-2	TRBV5-2	1
chr7	142380826	142381261	+	TRBV6-4	TRBV6-4	1
chr7	142384378	142384841	+	TRBV7-3	TRBV7-3	1
chr7	142386186	142386647	+	TRBV8-2	TRBV8-2	1
chr7	142389201	142389668	+	TRBV5-3	TRBV5-3	1
chr7	142391937	142392412	+	TRBV9	TRBV9	1
chr7	142399927	142400377	+	TRBV10-1	TRBV10-1	1
chr7	142407688	142408136	+	TRBV11-1	TRBV11-1	1
chr7	142415223	142415666	+	TRBV12-1	TRBV12-1	1
chr7	142425015	142425465	+	TRBV10-2	TRBV10-2	1
chr7	142433955	142434394	+	TRBV11-2	TRBV11-2	1
chr7	142440882	142441325	+	TRBV12-2	TRBV12-2	1
chr7	142451012	142451448	+	TRBV6-5	TRBV6-5	1
chr7	142455173	142455635	+	TRBV7-4	TRBV7-4	1
chr7	142461092	142469433	-	LOC107986855	LOC107986855	1
chr7	142463116	142463581	+	TRBV5-4	TRBV5-4	1
chr7	142469580	142470013	+	TRBV6-6	TRBV6-6	1
chr7	142474095	142474567	+	TRBV7-5	TRBV7-5	1
chr7	142474526	142474603	+	MIR11400	MIR11400	1
chr7	142482554	142483019	+	TRBV5-5	TRBV5-5	1
chr7	142487862	142488295	+	TRBV6-7	TRBV6-7	1
chr7	142492176	142492673	+	TRBV7-6	TRBV7-6	1
chr7	142500068	142500534	+	TRBV5-6	TRBV5-6	1
chr7	142507381	142507810	+	TRBV6-8	TRBV6-8	1
chr7	142511625	142512127	+	TRBV7-7	TRBV7-7	1
chr7	142520089	142520556	+	TRBV5-7	TRBV5-7	1
chr7	142529289	142529762	+	TRBV7-9	TRBV7-9	1
chr7	142535808	142536292	+	TRBV13	TRBV13	1
chr7	142544235	142544685	+	TRBV10-3	TRBV10-3	1
chr7	142554880	142555318	+	TRBV11-3	TRBV11-3	1
chr7	142560484	142560931	+	TRBV12-3	TRBV12-3	1
chr7	142563798	142564245	+	TRBV12-4	TRBV12-4	1
chr7	142580980	142581427	+	TRBV12-5	TRBV12-5	1
chr7	142587926	142588359	+	TRBV14	TRBV14	1
chr7	142593004	142593473	+	TRBV15	TRBV15	1
chr7	142598015	142598469	+	TRBV16	TRBV16	1
chr7	142601627	142602360	+	TRBV17	TRBV17	1
chr7	142615796	142616415	+	TRBV18	TRBV18	1
chr7	142619056	142619532	+	TRBV19	TRBV19	1
chr7	142626726	142627399	+	TRBV20-1	TRBV20-1	1
chr7	142636923	142637384	+	TRBV21-1	TRBV21-1	1
chr7	142641745	142642196	+	TRBV22-1	TRBV22-1	1
chr7	142645960	142646467	+	TRBV23-1	TRBV23-1	1
chr7	142656736	142657213	+	TRBV24-1	TRBV24-1	1
chr7	142667016	142667685	+	MTRNR2L6	MTRNR2L6	1
chr7	142670776	142671244	+	TRBV25-1	TRBV25-1	1
chr7	142681414	142681869	+	TRBVA	TRBVA	1
chr7	142695698	142696183	+	TRBV26	TRBV26	1
chr7	142711383	142711924	+	TRBVB	TRBVB	1
chr7	142715388	142715861	+	TRBV27	TRBV27	1
chr7	142720679	142721160	+	TRBV28	TRBV28	1
chr7	142722253	142722938	+	PGBD4P1	PGBD4P1	1
chr7	142740272	142740894	+	TRBV29-1	TRBV29-1	1
chr7	142749471	142753072	+	PRSS1	PRSS1	6
chr7	142760414	142763981	+	PRSS3P1	PRSS3P1	1
chr7	142764230	142765107	-	LOC124901763	LOC124901763	1
chr7	142770969	142774560	+	PRSS2	PRSS2	3
chr7	142778641	142779537	-	WBP1LP1	WBP1LP1	1
chr7	142786212	142786224	+	TRBD1	TRBD1	1
chr7	142786879	142786927	+	TRBJ1-1	TRBJ1-1	1
chr7	142787016	142787064	+	TRBJ1-2	TRBJ1-2	1
chr7	142787629	142787679	+	TRBJ1-3	TRBJ1-3	1
chr7	142788224	142788275	+	TRBJ1-4	TRBJ1-4	1
chr7	142788497	142788547	+	TRBJ1-5	TRBJ1-5	1
chr7	142788987	142789040	+	TRBJ1-6	TRBJ1-6	1
chr7	142791693	142793141	+	TRBC1	TRBC1	1
chr7	142795704	142795720	+	TRBD2	TRBD2	1
chr7	142795981	142796691	-	LOC124901762	LOC124901762	1
chr7	142796364	142796414	+	TRBJ2-1	TRBJ2-1	1
chr7	142796559	142796610	+	TRBJ2-2	TRBJ2-2	1
chr7	142796696	142796742	+	TRBJ2-2P	TRBJ2-2P	1
chr7	142796846	142796895	+	TRBJ2-3	TRBJ2-3	1
chr7	142796997	142797047	+	TRBJ2-4	TRBJ2-4	1
chr7	142797118	142797166	+	TRBJ2-5	TRBJ2-5	1
chr7	142797238	142797291	+	TRBJ2-6	TRBJ2-6	1
chr7	142797455	142797502	+	TRBJ2-7	TRBJ2-7	1
chr7	142801040	142802529	+	TRBC2	TRBC2	1
chr7	142812585	142813287	-	TRBV30	TRBV30	1
chr7	142814196	142817436	+	LOC105375541	LOC105375541	1
chr7	142855075	142871093	+	EPHB6	EPHB6	11
chr7	142871207	142885745	-	TRPV6	TRPV6	1
chr7	142908100	142933746	-	TRPV5	TRPV5	1
chr7	142935726	142936950	-	LOC105375542	LOC105375542	1
chr7	142939483	142940868	+	LLCFC1	LLCFC1	2
chr7	142941113	142962363	-	KEL	KEL	3
chr7	143026199	143027132	-	OR9A2	OR9A2	1
chr7	143029259	143040932	-	LOC105375544	LOC105375544	1
chr7	143047066	143047772	-	OR9P1P	OR9P1P	1
chr7	143052340	143053282	+	OR6V1	OR6V1	1
chr7	143062283	143063785	-	OR6W1P	OR6W1P	1
chr7	143132076	143139739	+	PIP	PIP	1
chr7	143183418	143184435	+	TAS2R39	TAS2R39	1
chr7	143202055	143206714	-	LOC124901764	LOC124901764	1
chr7	143222036	143223079	+	TAS2R40	TAS2R40	1
chr7	143237574	143263207	+	LOC105375546	LOC105375546	3
chr7	143255298	143286334	-	TMEM139-AS1	TMEM139-AS1	1
chr7	143263440	143269115	+	GSTK1	GSTK1	4
chr7	143284898	143288049	+	TMEM139	TMEM139	12
chr7	143288350	143307696	+	CASP2	CASP2	3
chr7	143290620	143290904	+	RN7SL535P	RN7SL535P	1
chr7	143298516	143298812	+	RN7SL481P	RN7SL481P	1
chr7	143312529	143313112	-	HINT1P1	HINT1P1	1
chr7	143316110	143352083	+	CLCN1	CLCN1	2
chr7	143353399	143382304	-	FAM131B	FAM131B	11
chr7	143361705	143364265	+	FAM131B-AS1	FAM131B-AS1	2
chr7	143379154	143381025	-	FAM131B-AS2	FAM131B-AS2	1
chr7	143381344	143391111	+	ZYX	ZYX	5
chr7	143382685	143382800	+	MIR6892	MIR6892	1
chr7	143391128	143408856	-	EPHA1	EPHA1	1
chr7	143407812	143523449	+	EPHA1-AS1	EPHA1-AS1	1
chr7	143437034	143437973	+	TAS2R62P	TAS2R62P	1
chr7	143443452	143444409	+	TAS2R60	TAS2R60	1
chr7	143477872	143478796	+	TAS2R41	TAS2R41	1
chr7	143488461	143489409	-	OR2R1P	OR2R1P	1
chr7	143492976	143496772	+	LOC105375547	LOC105375547	1
chr7	143510866	143512011	-	OR10AC1	OR10AC1	1
chr7	143532693	143533210	-	RPL26P22	RPL26P22	1
chr7	143545040	143546333	-	PAICSP5	PAICSP5	1
chr7	143571800	143574387	+	CTAGE15	CTAGE15	1
chr7	143574745	143574848	+	RNU6-162P	RNU6-162P	1
chr7	143588769	143620914	-	LOC101928466	LOC101928466	5
chr7	143598037	143609179	+	TCAF1P1	TCAF1P1	1
chr7	143620973	143730410	+	TCAF2	TCAF2	10
chr7	143642253	143647647	-	TCAF2C	TCAF2C	1
chr7	143754627	143754730	-	RNU6-267P	RNU6-267P	1
chr7	143755088	143757696	-	CTAGE6	CTAGE6	1
chr7	143783126	143784420	+	PAICSP6	PAICSP6	1
chr7	143796252	143796769	+	RPL26P24	RPL26P24	1
chr7	143809989	143815389	+	TCAF2P1	TCAF2P1	1
chr7	143811967	143836717	-	LOC154761	LOC154761	1
chr7	143836762	143860209	+	LOC112267988	LOC112267988	7
chr7	143851374	143902176	-	TCAF1	TCAF1	8
chr7	143885450	143901953	+	LOC105375549	LOC105375549	2
chr7	143935232	143936186	+	OR2F2	OR2F2	1
chr7	143954843	143964360	+	OR2F1	OR2F1	1
chr7	143979093	143979629	-	CAPZA1P5	CAPZA1P5	1
chr7	143980804	143981932	+	OR2Q1P	OR2Q1P	1
chr7	143985120	143986713	+	SLC16A1P1	SLC16A1P1	1
chr7	144000319	144008793	+	OR6B1	OR6B1	1
chr7	144048947	144058845	+	OR2A5	OR2A5	1
chr7	144069810	144075870	+	OR2A25	OR2A25	2
chr7	144077392	144077854	+	OR2A41P	OR2A41P	1
chr7	144086277	144098953	+	OR2A12	OR2A12	1
chr7	144109582	144110539	+	OR2A2	OR2A2	1
chr7	144118463	144119360	-	OR2A15P	OR2A15P	1
chr7	144123175	144131188	+	OR2A14	OR2A14	1
chr7	144141934	144143141	+	OR2A13P	OR2A13P	1
chr7	144157025	144158359	+	OR2A3P	OR2A3P	1
chr7	144176740	144177517	+	OR2AO1P	OR2AO1P	1
chr7	144183465	144186080	+	CTAGE4	CTAGE4	1
chr7	144186082	144195879	-	ARHGEF35	ARHGEF35	2
chr7	144195320	144299589	+	ARHGEF35-AS1	ARHGEF35-AS1	1
chr7	144228243	144239605	-	OR2A42	OR2A42	1
chr7	144238572	144355718	-	OR2A1-AS1	OR2A1-AS1	1
chr7	144250673	144251603	-	OR2A20P	OR2A20P	1
chr7	144257662	144264792	-	OR2A7	OR2A7	1
chr7	144258995	144286003	-	ARHGEF34P	ARHGEF34P	1
chr7	144266673	144269288	-	CTAGE8	CTAGE8	1
chr7	144299520	144300505	+	OR2A9P	OR2A9P	1
chr7	144312078	144322737	+	OR2A1	OR2A1	2
chr7	144355401	144380632	+	ARHGEF5	ARHGEF5	2
chr7	144386462	144390957	+	LOC124901817	LOC124901817	1
chr7	144396899	144410227	-	NOBOX	NOBOX	2
chr7	144434825	144435314	-	PPIAP83	PPIAP83	1
chr7	144451680	144451817	+	RNU6ATAC40P	RNU6ATAC40P	1
chr7	144451940	144836437	-	TPK1	TPK1	45
chr7	144646988	144648638	-	EEF1A1P10	EEF1A1P10	1
chr7	144849753	144850083	-	RN7SKP174	RN7SKP174	1
chr7	144976902	144979502	+	LOC105375552	LOC105375552	1
chr7	145004926	145006344	+	EI24P4	EI24P4	1
chr7	145010052	145011254	+	LOC402715	LOC402715	1
chr7	145040350	145040962	-	RPL7P59	RPL7P59	1
chr7	145583096	145585061	+	DPY19L4P2	DPY19L4P2	1
chr7	145675185	145681390	-	LOC105375553	LOC105375553	1
chr7	145781652	145810306	-	LOC124901765	LOC124901765	1
chr7	146116800	148420998	+	CNTNAP2	CNTNAP2	2
chr7	146592017	146592660	+	LOC100420074	LOC100420074	1
chr7	147080937	147097609	-	CNTNAP2-AS1	CNTNAP2-AS1	1
chr7	147146271	147146760	+	DUTP3	DUTP3	1
chr7	147167339	147167776	+	RANP2	RANP2	1
chr7	147378016	147378121	-	MIR548F4	MIR548F4	1
chr7	147557455	147561387	-	LOC107986721	LOC107986721	1
chr7	147671678	147673144	+	LOC105375556	LOC105375556	2
chr7	147831769	147831877	+	RNU6-1184P	RNU6-1184P	1
chr7	147849883	147849982	+	RNA5SP249	RNA5SP249	1
chr7	147940006	147940301	+	RN7SL456P	RN7SL456P	1
chr7	148381637	148436767	-	LOC105375554	LOC105375554	3
chr7	148389644	148389859	+	LOC124901859	LOC124901859	1
chr7	148438308	148438577	+	RN7SL72P	RN7SL72P	1
chr7	148445809	148446395	+	LOC392145	LOC392145	1
chr7	148543560	148572231	-	LOC124901766	LOC124901766	2
chr7	148580349	148580856	+	RPL32P17	RPL32P17	1
chr7	148590765	148615860	+	C7orf33	C7orf33	1
chr7	148603567	148608408	-	LOC124901818	LOC124901818	1
chr7	148624339	148625440	-	LOC105375557	LOC105375557	1
chr7	148637179	148637653	+	LOC643438	LOC643438	1
chr7	148649475	148650343	+	LOC100301516	LOC100301516	1
chr7	148697755	148801110	+	CUL1	CUL1	6
chr7	148807382	148884291	-	EZH2	EZH2	43
chr7	148821014	148821069	+	RNU7-20P	RNU7-20P	1
chr7	148885188	148887796	+	LOC124901767	LOC124901767	1
chr7	148890225	148890513	+	RN7SL569P	RN7SL569P	1
chr7	148941487	148941571	+	RNY5	RNY5	1
chr7	148963314	148963410	+	RNY4	RNY4	1
chr7	148967033	148970770	+	LOC124901768	LOC124901768	1
chr7	148983754	148983856	+	RNY3	RNY3	1
chr7	148987135	148987248	-	RNY1	RNY1	1
chr7	148987526	148989429	+	GHET1	GHET1	1
chr7	149003050	149028505	-	PDIA4	PDIA4	8
chr7	149033051	149033166	+	RNU6-650P	RNU6-650P	1
chr7	149053866	149054307	+	COX6B1P1	COX6B1P1	1
chr7	149069640	149090718	-	ZNF786	ZNF786	1
chr7	149102783	149126324	-	ZNF425	ZNF425	1
chr7	149125692	149125986	-	RN7SL521P	RN7SL521P	1
chr7	149126407	149183042	+	ZNF398	ZNF398	5
chr7	149142963	149147361	-	LOC107986856	LOC107986856	2
chr7	149164427	149165421	+	LOC100420549	LOC100420549	1
chr7	149195545	149226243	+	ZNF282	ZNF282	3
chr7	149239650	149255606	+	ZNF212	ZNF212	1
chr7	149255973	149262341	-	LOC124901769	LOC124901769	1
chr7	149262195	149284994	+	ZNF783	ZNF783	6
chr7	149285280	149297312	+	LOC155060	LOC155060	1
chr7	149310189	149310261	+	TRC-GCA1-1	TRC-GCA1-1	1
chr7	149331128	149331200	+	TRC-GCA9-2	TRC-GCA9-2	1
chr7	149333996	149335170	+	NPM1P12	NPM1P12	1
chr7	149355674	149355746	-	TRC-GCA13-1	TRC-GCA13-1	1
chr7	149356653	149356729	-	TRY-GTA11-1	TRY-GTA11-1	1
chr7	149369805	149371336	+	LOC124901770	LOC124901770	1
chr7	149375758	149375830	-	TRC-GCA18-1	TRC-GCA18-1	1
chr7	149377509	149377581	-	TRC-GCA10-1	TRC-GCA10-1	1
chr7	149397182	149401481	-	LOC105375559	LOC105375559	2
chr7	149398203	149401456	+	LOC101928733	LOC101928733	1
chr7	149415137	149415209	-	TRC-GCA11-1	TRC-GCA11-1	1
chr7	149431362	149461062	-	ZNF777	ZNF777	2
chr7	149472695	149497809	-	ZNF746	ZNF746	5
chr7	149546539	149546611	+	TRC-GCA16-1	TRC-GCA16-1	1
chr7	149547153	149624790	-	ZNF767P	ZNF767P	2
chr7	149556710	149556780	+	TRC-GCA22-1	TRC-GCA22-1	1
chr7	149584724	149584796	+	TRC-GCA15-1	TRC-GCA15-1	1
chr7	149589072	149589144	-	TRC-GCA3-1	TRC-GCA3-1	1
chr7	149595213	149595285	-	TRC-GCA23-1	TRC-GCA23-1	1
chr7	149597954	149598026	+	TRC-GCA20-1	TRC-GCA20-1	1
chr7	149608375	149608447	+	TRS-AGA5-1	TRS-AGA5-1	1
chr7	149613064	149613136	-	TRC-GCA19-1	TRC-GCA19-1	1
chr7	149635686	149635758	+	TRC-GCA9-3	TRC-GCA9-3	1
chr7	149646954	149647026	-	TRC-GCA12-1	TRC-GCA12-1	1
chr7	149664823	149664895	+	TRC-GCA21-1	TRC-GCA21-1	1
chr7	149691180	149691252	-	TRC-GCA17-1	TRC-GCA17-1	1
